...1,project_reference,academic_year,mobility_start_month,mobility_end_month,mobility_duration,activity_mob,participant_nationality,participant_gender,participant_profile,special_needs,fewer_opportunities,group_leader,participant_age,sending_country_code,sending_city,sending_organization,receiving_country_code,receiving_city,receiving_organization
5363,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,17,FR,70120 - Gourgeon,MRJC,FR,55220 - Benoite Vaux,MRJC
5364,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,17,FR,88220 - Xertigny,MRJC,FR,55220 - Benoite Vaux,MRJC
5365,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,18,FR,60430 - Abbecourt,MRJC,FR,55220 - Benoite Vaux,MRJC
5366,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,19,FR,39600 - Les Arsures,MRJC,FR,55220 - Benoite Vaux,MRJC
5367,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,19,FR,59000 - Lille,MRJC,FR,55220 - Benoite Vaux,MRJC
5368,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,20,FR,45530 - Sury aux bois,MRJC,FR,55220 - Benoite Vaux,MRJC
5369,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,22,FR,18000 - Bourges,MRJC,FR,55220 - Benoite Vaux,MRJC
5370,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,22,FR,44300 - Nantes,MRJC,FR,55220 - Benoite Vaux,MRJC
5371,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,22,FR,49750 - Rablay sur layon,MRJC,FR,55220 - Benoite Vaux,MRJC
5372,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,22,FR,79160 - Villiers en plaine,MRJC,FR,55220 - Benoite Vaux,MRJC
5373,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,22,FR,79300 - Bressuire,MRJC,FR,55220 - Benoite Vaux,MRJC
5374,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,23,FR,07340 - Talencieux,MRJC,FR,55220 - Benoite Vaux,MRJC
5375,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,23,FR,44300 - Nantes,MRJC,FR,55220 - Benoite Vaux,MRJC
5376,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,24,FR,23400 - Faux Mazuras,MRJC,FR,55220 - Benoite Vaux,MRJC
5377,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,24,FR,61300 - St sulpice sur Risle,MRJC,FR,55220 - Benoite Vaux,MRJC
5378,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,24,FR,69009 - Lyon,MRJC,FR,55220 - Benoite Vaux,MRJC
5379,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,25,FR,59890 - Quesnoy sur Deule,MRJC,FR,55220 - Benoite Vaux,MRJC
5380,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,26,FR,35000 - Rennes,MRJC,FR,55220 - Benoite Vaux,MRJC
5381,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,28,FR,Paris,MRJC,FR,55220 - Benoite Vaux,MRJC
5382,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,29,FR,36800 - Nuret le Ferron,MRJC,FR,55220 - Benoite Vaux,MRJC
5383,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,29,FR,54740 - Xirocourt,MRJC,FR,55220 - Benoite Vaux,MRJC
5384,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,31,FR,60430 - Abbecourt,MRJC,FR,55220 - Benoite Vaux,MRJC
5385,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,34,FR,01960 - Personnas,MRJC,FR,55220 - Benoite Vaux,MRJC
5386,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,37,FR,55100 - Verdun,MRJC,FR,55220 - Benoite Vaux,MRJC
5387,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,40,FR,St Benoit en Woevre,MRJC,FR,55220 - Benoite vaux,MRJC
5388,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,50,FR,36200 - Argenton sur Creuse,MRJC,FR,55220 - Benoite Vaux,MRJC
5389,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,50,FR,Paris,MRJC,FR,Benoite Vaux,MRJC
5390,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,58,FR,Chalon en champagne,MRJC,FR,Benoite Vaux,MRJC
5391,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,64,FR,14000 - Caen,MRJC,FR,55220 - Benoite Vaux,MRJC
5392,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,68,FR,Brocourt en Argonne,MRJC,FR,Benoite Vaux,MRJC
5393,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FI,Female,Learner,No,No,No,23,FR,79300 - Bressuire,MRJC,FR,55220 - Benoite Vaux,MRJC
5394,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,14,FR,54870 - Montigny sur Chiers,MRJC,FR,55220 - Benoite Vaux,MRJC
5395,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,15,FR,55150 - Rupt sur Othain,MRJC,FR,54220 - Benoite Vaux,MRJC
5396,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,15,FR,55150 Rupt sur Othain,MRJC,FR,55220 - Benoite Vaux,MRJC
5397,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,15,FR,Bar le Duc,MRJC,FR,54220 - Benoite Vaux,MRJC
5398,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,16,FR,54800 - Tronville,MRJC,FR,55220 - Benoite Vaux,MRJC
5399,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,17,FR,80160 - Flers sur Noye,MRJC,FR,55220 - Benoite Vaux,MRJC
5400,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,20,FR,49100 - Angers,MRJC,FR,55220 - Benoite Vaux,MRJC
5401,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,23,FR,79700 - St Pierre des Echaubrognes,MRJC,FR,55220 - Benoite Vaux,MRJC
5402,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,25,FR,55160 Ville-en-Wo�vre,MRJC,FR,55220 - Benoite Vaux,MRJC
5403,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,27,FR,81700 - Puylaurens,MRJC,FR,55220 - Benoite Vaux,MRJC
5404,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,37,FR,Moriville,MRJC,FR,Benoite Vaux,MRJC
5405,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Female,Learner,No,No,No,50,FR,54700 - Pont a mousson,MRJC,FR,55220 - Benoite Vaux,MRJC
5406,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Male,Learner,No,No,No,14,FR,Verdun,MRJC,FR,54220 - Benoite Vaux,MRJC
5407,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Male,Learner,No,No,No,16,FR,74540 - St Felix,MRJC,FR,55220 - Benoite Vaux,MRJC
5408,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Male,Learner,No,No,No,17,FR,80160 - St Sauflieu,MRJC,FR,55220 - Benoite Vaux,MRJC
5409,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Male,Learner,No,No,No,22,FR,80080 - Amiens,MRJC,FR,55220 - Benoite Vaux,MRJC
5410,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Male,Learner,No,No,No,23,FR,25380 - Vaucluse,MRJC,FR,55220 - Benoite Vaux,MRJC
5411,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Male,Learner,No,No,No,24,FR,Sallanches,MRJC,FR,Benoite Vaux,MRJC
5412,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Male,Learner,No,No,No,25,FR,01430 - Chevillard,MRJC,FR,55220 - Benoite Vaux,MRJC
5413,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,2,National youth meetings,FR,Male,Learner,No,No,No,25,FR,Paris,MRJC,FR,Benoite Vaux,MRJC
5414,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,3,National youth meetings,FR,Female,Learner,No,No,No,16,FR,55140 - Brixeg aux Chancrines,MRJC,FR,55220 - Benoite Vaux,MRJC
5415,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,3,National youth meetings,FR,Female,Learner,No,No,No,23,FR,25270 - Arc sous montenot,MRJC,FR,55220 - Benoite Vaux,MRJC
5416,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,3,National youth meetings,FR,Female,Learner,No,No,No,25,FR,54240 Joeuf,MRJC,FR,55220 - Benoite Vaux,MRJC
5417,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,3,National youth meetings,FR,Female,Learner,No,No,No,31,FR,55000 - Bar le duc,MRJC,FR,55220 - Benoite Vaux,MRJC
5418,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,3,National youth meetings,FR,Male,Learner,No,No,No,25,FR,59800 Lille,MRJC,FR,55220 - Benoite Vaux,MRJC
5419,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,15,FR,39300 - Champagnole,MRJC,FR,55220 - Benoite Vaux,MRJC
5420,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,16,FR,54119 - Domgermain,MRJC,FR,55220 - Benoite Vaux,MRJC
5421,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,17,FR,76270 - Flamets Fretils,MRJC,FR,55220 - Benoite Vaux,MRJC
5422,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,17,FR,88800 - Parey sous montfort,MRJC,FR,55220 - Benoite Vaux,MRJC
5423,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,18,FR,54119 - Domgermain,MRJC,FR,55220 - Benoite Vaux,MRJC
5424,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,19,FR,16170 - Gourville,MRJC,FR,55220 - Benoite Vaux,MRJC
5425,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,19,FR,25380 - Vaucluse,MRJC,FR,55220 - Benoite Vaux,MRJC
5426,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,19,FR,45260 - Noyers,MRJC,FR,55220 - Benoite Vaux,MRJC
5427,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,20,FR,39130 - Hautecour,MRJC,FR,55220 - Benoite Vaux,MRJC
5428,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,22,FR,35120 Dol de Bretagne,MRJC,FR,55220 - Benoite Vaux,MRJC
5429,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,22,FR,59260 - Lille,MRJC,FR,55220 - Benoite Vaux,MRJC
5430,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,22,FR,70120 - Gourgeon,MRJC,FR,55220 - Benoite Vaux,MRJC
5431,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,25,FR,61600 - Beauvain,MRJC,FR,55220 - Benoite Vaux,MRJC
5432,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,25,FR,80000 - Amiens,MRJC,FR,55220 - Benoite Vaux,MRJC
5433,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,27,FR,23460 - Royere de Vassiviere,MRJC,FR,55220 - Benoite Vaux,MRJC
5434,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,27,FR,59136 - Wavrin,MRJC,FR,55220 - Benoite Vaux,MRJC
5435,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,28,FR,Paris,MRJC,FR,55220 - Benoite Vaux,MRJC
5436,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,31,FR,54140 - Jarville la malgrange,MRJC,FR,55220 - Benoite Vaux,MRJC
5437,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Female,Learner,No,No,No,75,FR,67480 - Rountzenheim,MRJC,FR,55220 - Benoite Vaux,MRJC
5438,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,16,FR,54260 - St Jean Les Longuyon,MRJC,FR,55220 - Benoite Vaux,MRJC
5439,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,18,FR,54450 - Reillon,MRJC,FR,55220 - Benoite Vaux,MRJC
5440,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,18,FR,70170 - Conflandey,MRJC,FR,Benoite vaux,MRJC
5441,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,18,FR,88240 - Harsault,MRJC,FR,55220 - Benoite Vaux,MRJC
5442,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,19,FR,37000 - Tours,MRJC,FR,55220 - Benoite Vaux,MRJC
5443,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,19,FR,39600 - Les Arsures,MRJC,FR,55220 - Benoite Vaux,MRJC
5444,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,19,FR,54260 - St Jean les Longuyon,MRJC,FR,55220 - Benoite Vaux,MRJC
5445,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,19,FR,87000 - Limoges,MRJC,FR,55220 - Benoite Vaux,MRJC
5446,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,21,FR,16170 - Gourville,MRJC,FR,55220 - Benoite Vaux,MRJC
5447,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,21,FR,49700 - Doue la Fontaine,MRJC,FR,55220 - Benoite Vaux,MRJC
5448,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,26,FR,93200 - St Denis,MRJC,FR,55220 - Benoite Vaux,MRJC
5449,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,27,FR,59100 - Roubaix,MRJC,FR,55220 - Benoite Vaux,MRJC
5450,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,28,FR,79210 - Arcais,MRJC,FR,55220 - Benoite Vaux,MRJC
5451,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,4,National youth meetings,FR,Male,Learner,No,No,No,28,FR,Paris,MRJC,FR,55220 - Benoite Vaux,MRJC
5452,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,4,National youth meetings,FR,Male,Learner,No,No,No,27,FR,59100 Roubaux,MRJC,FR,10000 Troyes,MRJC
5453,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,BE,Female,Learner,No,No,No,64,FR,Li�ge (Belgique),MRJC,FR,10000 Troyes,MRJC
5454,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,ES,Male,Learner,No,No,No,39,FR,Barcelone - Espagne,MRJC,FR,10000 Troyes,MRJC
5455,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FI,Female,Learner,No,No,No,22,FR,49360 Maulevrier,MRJC,FR,10000 Troyes,MRJC
5456,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FI,Female,Learner,No,No,No,25,FR,49350 Gennes,MRJC,FR,1000 Troyes,MRJC
5457,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FI,Female,Learner,No,No,No,30,FR,Paris,MRJC,FR,10000 Troyes,MRJC
5458,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FI,Male,Learner,No,No,No,25,FR,23400 Faux Mazuras,MRJC,FR,10000 Troyes,MRJC
5459,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FI,Male,Learner,No,No,No,27,FR,80000 Amiens,MRJC,FR,10000 Troyes,MRJC
5460,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FI,Male,Learner,No,No,No,65,FR,14000 Caen,MRJC,FR,10000 Troyes,MRJC
5461,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,17,FR,54450 - Reillon,MRJC,FR,10000 - Troyes,MRJC
5462,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,19,FR,01570 Feillens,MRJC,FR,10000 Troyes,MRJC
5463,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,19,FR,16170 Gourville,MRJC,FR,10000 Troyes,MRJC
5464,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,20,FR,23250 Soubrebost,MRJC,FR,10000 Troyes,MRJC
5465,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,20,FR,44370 - Belligne,MRJC,FR,10000 Troyes,MRJC
5466,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,20,FR,49460 Montreuil Juigne,MRJC,FR,10000 Troyes,MRJC
5467,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,20,FR,90000 Belfort,MRJC,FR,10000 Troyes,MRJC
5468,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,21,FR,18510 Menetou-Salon,MRJC,FR,10000 Troyes,MRJC
5469,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,21,FR,38100 Grenoble,MRJC,FR,10000 Troyes,MRJC
5470,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,21,FR,50440 Vauville,MRJC,FR,10000 Troyes,MRJC
5471,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,22,FR,49600 Andreze,MRJC,FR,10000 Troyes,MRJC
5472,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,22,FR,69220 St Jean d'Ardieres,MRJC,FR,10000 Troyes,MRJC
5473,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,23,FR,31500 Toulouse,MRJC,FR,10000 Troyes,MRJC
5474,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,23,FR,48000 - Chanac,MRJC,FR,10000 - Troyes,MRJC
5475,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,23,FR,59260 Lille,MRJC,FR,10000 Troyes,MRJC
5476,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,23,FR,69210 L'Arbresle,MRJC,FR,10000 Troyes,MRJC
5477,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,23,FR,74540 GRUFFY,MRJC,FR,10000 Troyes,MRJC
5478,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,23,FR,79300 Bressuire,MRJC,FR,10000 Troyes,MRJC
5479,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,24,FR,49320 Brissac Quince,MRJC,FR,10000 Troyes,MRJC
5480,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,24,FR,79600 Assais les jumeaux,MRJC,FR,10000 Troyes,MRJC
5481,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,25,FR,14000 Caen,MRJC,FR,10000 Troyes,MRJC
5482,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,25,FR,25000 Besan�on,MRJC,FR,10000 Troyes,MRJC
5483,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,25,FR,Paris,MRJC,FR,10000 Troyes,MRJC
5484,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,26,FR,23 - Bourganeuf,MRJC,FR,10000 - Troyes,MRJC
5485,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,26,FR,25600 Brognard,MRJC,FR,10000 Troyes,MRJC
5486,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,26,FR,41250 La Chaussee saint victor,MRJC,FR,10000 Troyes,MRJC
5487,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,26,FR,61600 La Fert� Mac�,MRJC,FR,10000 Troyes,MRJC
5488,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,26,FR,86000 Poitiers,MRJC,FR,10000 Troyes,MRJC
5489,2014-1-FR02-KA347-000957,2014-2015,2014-12,2014-12,5,National youth meetings,FR,Female,Learner,No,No,No,26,FR,Paris,MRJC,FR,10000 Troyes,MRJC
