...1,project_reference,academic_year,mobility_start_month,mobility_end_month,mobility_duration,activity_mob,participant_nationality,participant_gender,participant_profile,special_needs,fewer_opportunities,group_leader,participant_age,sending_country_code,sending_city,sending_organization,receiving_country_code,receiving_city,receiving_organization
5180,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,IT,Female,Learner,Yes,Yes,No,22,IT,Rome,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5181,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,IT,Female,Learner,Yes,Yes,No,22,IT,Rome,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5182,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,IT,Male,Learner,No,No,No,19,IT,Rome,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5183,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,IT,Male,Learner,Yes,Yes,No,19,IT,Rome,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5184,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,IT,Male,Learner,Yes,Yes,No,22,IT,Rome,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5185,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Female,Learner,No,No,No,16,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5186,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Female,Learner,No,Yes,No,17,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5187,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Female,Learner,No,Yes,No,20,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5188,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Female,Learner,No,Yes,No,22,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5189,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Female,Learner,Yes,Yes,No,20,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5190,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Female,Learner,Yes,Yes,No,21,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5191,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Female,Learner,Yes,Yes,No,22,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5192,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Male,Learner,No,Yes,No,22,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5193,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Male,Learner,Yes,Yes,No,21,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5194,2014-1-FR02-KA347-000936,2014-2015,2014-09,2014-09,4,Transnational youth meetings,NL,Male,Learner,Yes,Yes,No,23,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5195,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,DE,Female,Learner,No,No,No,19,DE,Berlin,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Lyon,Union des Etudiants Juifs de France
5196,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,DE,Female,Learner,No,No,No,24,DE,Berlin,EGAM - European Grassroots Antiracist Movement,FR,Lyon,Union des Etudiants Juifs de France
5197,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,DE,Female,Learner,No,Yes,No,16,DE,Berlin,EGAM - European Grassroots Antiracist Movement,FR,Lyon,Union des Etudiants Juifs de France
5198,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,DE,Female,Learner,No,Yes,No,24,DE,Berlin,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Lyon,Union des Etudiants Juifs de France
5199,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,DE,Female,Learner,Yes,Yes,No,16,DE,Berlin,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Lyon,Union des Etudiants Juifs de France
5200,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,DE,Female,Learner,Yes,Yes,No,20,DE,Berlin,EGAM - European Grassroots Antiracist Movement,FR,Lyon,Union des Etudiants Juifs de France
5201,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,DE,Male,Learner,No,Yes,No,22,DE,Berlin,EGAM - European Grassroots Antiracist Movement,FR,Lyon,Union des Etudiants Juifs de France
5202,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,DE,Male,Learner,No,Yes,No,23,DE,Berlin,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Lyon,Union des Etudiants Juifs de France
5203,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,DE,Male,Learner,Yes,Yes,No,21,DE,Berlin,EGAM - European Grassroots Antiracist Movement,FR,Lyon,Union des Etudiants Juifs de France
5204,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Female,Learner,No,No,No,21,FR,Paris,Union des Etudiants Juifs de France,FR,Marseille,Union des Etudiants Juifs de France
5205,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Female,Learner,No,No,No,21,FR,Paris,Union des Etudiants Juifs de France,FR,Strasbourg,Union des Etudiants Juifs de France
5206,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Female,Learner,No,No,No,24,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5207,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Female,Learner,No,No,No,24,FR,Paris,Union des Etudiants Juifs de France,FR,Strasbourg,Union des Etudiants Juifs de France
5208,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Female,Learner,No,Yes,No,17,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5209,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Female,Learner,No,Yes,No,18,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5210,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Female,Learner,Yes,Yes,No,23,FR,Paris,Union des Etudiants Juifs de France,FR,Marseille,Union des Etudiants Juifs de France
5211,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Female,Learner,Yes,Yes,No,24,FR,Paris,Union des Etudiants Juifs de France,FR,Strasbourg,Union des Etudiants Juifs de France
5212,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,No,No,17,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5213,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,No,No,20,FR,Paris,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5214,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,No,No,20,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5215,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,No,No,20,FR,Paris,Union des Etudiants Juifs de France,FR,Marseille,Union des Etudiants Juifs de France
5216,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,No,No,22,FR,Paris,Union des Etudiants Juifs de France,FR,Strasbourg,Union des Etudiants Juifs de France
5217,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,No,No,23,FR,Paris,Union des Etudiants Juifs de France,FR,Marseille,Union des Etudiants Juifs de France
5218,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,No,No,25,FR,Paris,Union des Etudiants Juifs de France,FR,Strasbourg,Union des Etudiants Juifs de France
5219,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,Yes,No,22,FR,Paris,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5220,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,Yes,No,22,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5221,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,No,Yes,No,23,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5222,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,17,FR,Paris,Union des Etudiants Juifs de France,FR,Strasbourg,Union des Etudiants Juifs de France
5223,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,18,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5224,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,18,FR,Paris,Union des Etudiants Juifs de France,FR,Strasbourg,Union des Etudiants Juifs de France
5225,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,19,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5226,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,19,FR,Paris,Union des Etudiants Juifs de France,FR,Paris,Union des Etudiants Juifs de France
5227,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,20,FR,Paris,Union des Etudiants Juifs de France,FR,Lyon,Union des Etudiants Juifs de France
5228,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,22,FR,Paris,Union des Etudiants Juifs de France,FR,Marseille,Union des Etudiants Juifs de France
5229,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,22,FR,Paris,Union des Etudiants Juifs de France,FR,Paris,Union des Etudiants Juifs de France
5230,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,23,FR,Paris,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5231,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,FR,Male,Learner,Yes,Yes,No,24,FR,Paris,EGAM - European Grassroots Antiracist Movement,FR,Lyon,Union des Etudiants Juifs de France
5232,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,HU,Female,Learner,No,No,No,16,HU,Budapest,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Strasbourg,Union des Etudiants Juifs de France
5233,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,HU,Female,Learner,No,No,No,24,HU,Budapest,EGAM - European Grassroots Antiracist Movement,FR,Strasbourg,Union des Etudiants Juifs de France
5234,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,HU,Female,Learner,No,Yes,No,17,HU,Budapest,EGAM - European Grassroots Antiracist Movement,FR,Strasbourg,Union des Etudiants Juifs de France
5235,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,HU,Female,Learner,No,Yes,No,19,HU,Budapest,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Strasbourg,Union des Etudiants Juifs de France
5236,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,HU,Female,Learner,No,Yes,No,23,HU,Budapest,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Strasbourg,Union des Etudiants Juifs de France
5237,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,HU,Female,Learner,Yes,Yes,No,19,HU,Budapest,EGAM - European Grassroots Antiracist Movement,FR,Strasbourg,Union des Etudiants Juifs de France
5238,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,HU,Female,Learner,Yes,Yes,No,22,HU,Budapest,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Strasbourg,Union des Etudiants Juifs de France
5239,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,HU,Male,Learner,No,Yes,No,17,HU,Budapest,EGAM - European Grassroots Antiracist Movement,FR,Strasbourg,Union des Etudiants Juifs de France
5240,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,HU,Male,Learner,Yes,Yes,No,17,HU,Budapest,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Strasbourg,Union des Etudiants Juifs de France
5241,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Female,Learner,No,No,No,23,IT,Rome,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5242,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Female,Learner,No,Yes,No,18,IT,Rome,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5243,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Female,Learner,No,Yes,No,18,IT,Rome,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5244,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Female,Learner,No,Yes,No,23,IT,Rome,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5245,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Female,Learner,Yes,Yes,No,17,IT,Rome,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5246,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Female,Learner,Yes,Yes,No,22,IT,Rome,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5247,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Female,Learner,Yes,Yes,No,22,IT,Rome,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Paris,Union des Etudiants Juifs de France
5248,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Male,Learner,No,No,No,19,IT,Rome,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5249,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Male,Learner,Yes,Yes,No,19,IT,Rome,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5250,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,IT,Male,Learner,Yes,Yes,No,22,IT,Rome,EGAM - European Grassroots Antiracist Movement,FR,Paris,Union des Etudiants Juifs de France
5251,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Female,Learner,No,No,No,16,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Marseille,Union des Etudiants Juifs de France
5252,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Female,Learner,No,Yes,No,17,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Marseille,Union des Etudiants Juifs de France
5253,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Female,Learner,No,Yes,No,20,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Marseille,Union des Etudiants Juifs de France
5254,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Female,Learner,No,Yes,No,22,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Marseille,Union des Etudiants Juifs de France
5255,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Female,Learner,Yes,Yes,No,20,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Marseille,Union des Etudiants Juifs de France
5256,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Female,Learner,Yes,Yes,No,21,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Marseille,Union des Etudiants Juifs de France
5257,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Female,Learner,Yes,Yes,No,22,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Marseille,Union des Etudiants Juifs de France
5258,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Male,Learner,No,Yes,No,23,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Marseille,Union des Etudiants Juifs de France
5259,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Male,Learner,Yes,Yes,No,21,NL,Amsterdam,UNION EUROPEENE DES ETUDIANTS JUIFS,FR,Marseille,Union des Etudiants Juifs de France
5260,2014-1-FR02-KA347-000936,2014-2015,2014-12,2014-12,5,Transnational youth meetings,NL,Male,Learner,Yes,Yes,No,24,NL,Amsterdam,EGAM - European Grassroots Antiracist Movement,FR,Marseille,Union des Etudiants Juifs de France
5321,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,15,FR,39300 - Ney,MRJC,FR,55220 - Benoite Vaux,MRJC
5322,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,15,FR,55150 - Rupt sur Othain,MRJC,FR,55220 - Benoite Vaux,MRJC
5323,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,16,FR,55100 - Verdun,MRJC,FR,55220 - Benoite Vaux,MRJC
5324,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,17,FR,74420 - Burdignin,MRJC,FR,55220 - Benoite Vaux,MRJC
5325,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,18,FR,07270 - St barthelemy Grozon,MRJC,FR,55220 - Benoite Vaux,MRJC
5326,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,18,FR,55210 - St Maurice sous les cotes,MRJC,FR,55220 - Benoite Vaux,MRJC
5327,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,18,FR,57420 - Secourt,MRJC,FR,55220 - Benoite Vaux,MRJC
5328,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,20,FR,44370 - Belligne,MRJC,FR,55220 - Benoite Vaux,MRJC
5329,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,20,FR,49100 - Angers,MRJC,FR,55220 - Benoite Vaux,MRJC
5330,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,20,FR,49460 - Montreuil Juigne,MRJC,FR,55220 - Benoite Vaux,MRJC
5331,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,20,FR,55150 - Rupt sur othain,MRJC,FR,55220 - Benoite Vaux,MRJC
5332,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,20,FR,59160 - Lille,MRJC,FR,55220 - Benoite Vaux,MRJC
5333,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,21,FR,25510 La Sommette,MRJC,FR,55220 - Benoite Vaux,MRJC
5334,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,22,FR,49100 - Angers,MRJC,FR,55220 - Benoite Vaux,MRJC
5335,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,22,FR,49360 - Maulevrier,MRJC,FR,55220 - Benoite Vaux,MRJC
5336,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,22,FR,73000 - Chamb�ry,MRJC,FR,55220 - Benoite Vaux,MRJC
5337,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,23,FR,25000 - Besancon,MRJC,FR,55220 - Benoite Vaux,MRJC
5338,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,23,FR,39000 Lons le Saunier,MRJC,FR,55220 - Benoite Vaux,MRJC
5339,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,23,FR,45230 - Ste Genevi�ve des Bois,MRJC,FR,55220 - Benoite Vaux,MRJC
5340,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,23,FR,Verdun,MRJC,FR,Benoite Vaux,MRJC
5341,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,25,FR,14100 - Lisieux,MRJC,FR,55220 - Benoite Vaux,MRJC
5342,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,25,FR,36200 - Argenton sur Creuse,MRJC,FR,55220 - Benoite Vaux,MRJC
5343,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,25,FR,52000 - Chaumont,MRJC,FR,55220 - Benoite Vaux,MRJC
5344,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,25,FR,61600 - La Fert� Mace,MRJC,FR,55220 - Benoite Vaux,MRJC
5345,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,26,FR,25600 - Brognard,MRJC,FR,55220 - Benoite Vaux,MRJC
5346,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,26,FR,49000 - Angers,MRJC,FR,55220 - Benoite Vaux,MRJC
5347,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,26,FR,59100 - Roubaix,MRJC,FR,55220 - Benoite Vaux,MRJC
5348,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,26,FR,Paris,MRJC,FR,55220 - Benoite Vaux,MRJC
5349,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,27,FR,Paris,MRJC,FR,55220 - Benoite Vaux,MRJC
5350,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,28,FR,14740 - Breteville l'Orgeuilleuse,MRJC,FR,55220 - Benoite Vaux,MRJC
5351,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,29,FR,54740 - Xirocourt,MRJC,FR,55220 - Benoite Vaux,MRJC
5352,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,30,FR,Paris,MRJC,FR,55220 - Benoite Vaux,MRJC
5353,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,34,FR,77100 - Meaux,MRJC,FR,55220 - Benoite Vaux,MRJC
5354,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,38,FR,59810 - Lesquin,MRJC,FR,55220 - Benoite Vaux,MRJC
5355,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,38,FR,Verdun,MRJC,FR,Benoite Vaux,MRJC
5356,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,49,FR,Creue,MRJC,FR,Benoite Vaux,MRJC
5357,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,50,FR,Creue,MRJC,FR,Benoite Vaux,MRJC
5358,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,820,FR,45260 - Lorris,MRJC,FR,55220 - Benoite Vaux,MRJC
5359,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Female,Learner,No,No,No,1026,FR,86000 - Poitiers,MRJC,FR,55220 - Benoite Vaux,MRJC
5360,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,14,FR,55100 - Charny sur meuse,MRJC,FR,55220 - Benoite Vaux,MRJC
5361,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,15,FR,74540 - Alby sur Cheran,MRJC,FR,55220 - Benoite Vaux,MRJC
5362,2014-1-FR02-KA347-000957,2014-2015,2014-08,2014-08,1,National youth meetings,FR,Male,Learner,No,No,No,16,FR,55140 - Taillancourt,MRJC,FR,55220 - Benoite Vaux,MRJC
